IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,REGION,DEPTO_CASO,MUNINICIO_CASO,Modalidad,NombreTipoEvento,TipoArmas,PRESUNTO_REPONSABLE1,DESCRIPCION_PRESUNTO_RESPONSABLE1,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,T_CICOLE,TotalCivilesMuertos,TotalCombatientesMuertos,TotalCivilesCombatientesMuertos,NumeroVictimasCaso,Estado
446719,,22,2,2006,Occidente antioqueño,Antioquia,Dabeiba,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446720,,22,2,2006,Patia,Nariño,Los andes,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446721,,24,2,2006,Medio putumayo,Putumayo,Mocoa,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446722,,24,2,2006,Sarare,Arauca,Arauquita,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446723,,24,2,2006,Sarare,Arauca,Arauquita,Sin información,Sin información,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446724,,25,2,2006,Montes de maria,Bolívar,El carmen de bolívar,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446725,,28,2,2006,Sur del tolima,Tolima,Chaparral,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446726,,1,3,2006,Sur de nariño,Nariño,Ipiales,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446727,,1,3,2006,Patia,Nariño,Los andes,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446728,,2,3,2006,Canal del dique,Bolívar,Santa rosa,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446729,,4,3,2006,Eje cafetero,Caldas,Marulanda,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446730,,6,3,2006,Montes de maria,Bolívar,Zambrano,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446731,,7,3,2006,Montes de maria,Bolívar,El carmen de bolívar,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446732,,8,3,2006,Norte de antioquia,Antioquia,Campamento,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446733,,10,3,2006,Medio putumayo,Putumayo,Mocoa,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446734,,10,3,2006,Catatumbo,Norte de santander,Tibú,Sin información,Sin información,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446735,,10,3,2006,Serrania del perija,La guajira,Villanueva,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446736,,10,3,2006,Caguan,Caquetá,San vicente del caguán,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446739,,15,3,2006,Sarare,Arauca,Tame,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446740,,15,3,2006,Eje cafetero,Caldas,Aguadas,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446741,,17,3,2006,Nordeste antioqueño,Antioquia,Amalfi,Sin información,Sin información,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446742,,17,3,2006,Norte del cauca,Cauca,Toribío,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446743,,18,3,2006,Ariari guayabero,Meta,San juan de arama,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446744,,18,3,2006,Sarare,Arauca,Saravena,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446745,,18,3,2006,Sarare,Arauca,Saravena,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446746,,19,3,2006,Montes de maria,Sucre,Ovejas,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446747,,19,3,2006,Caguan,Caquetá,San vicente del caguán,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446748,,21,3,2006,Oriente antioqueño,Antioquia,San carlos,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446749,,21,3,2006,Oriente antioqueño,Antioquia,San carlos,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446750,,22,3,2006,Caguan,Caquetá,San vicente del caguán,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446751,,22,3,2006,Caguan,Caquetá,San vicente del caguán,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446752,,24,3,2006,Magdalena medio,Antioquia,Puerto berrío,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446753,,25,3,2006,Patia,Nariño,Los andes,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446754,,28,3,2006,Sur del tolima,Tolima,Ortega,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446755,,28,3,2006,Ariari guayabero,Meta,Mesetas,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446756,,2,4,2006,Magdalena medio,Bolívar,Cantagallo,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446757,,2,4,2006,Magdalena medio,Bolívar,Cantagallo,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446758,,2,4,2006,Norte de antioquia,Antioquia,Campamento,Sin información,Sin información,Nd,Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446759,,4,4,2006,Uraba,Antioquia,Mutatá,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446760,,5,4,2006,Centro del valle,Valle del cauca,Guadalajara de buga,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446761,,6,4,2006,Bajo cauca antioqueño,Antioquia,Zaragoza,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,,,1,1,Publicado
446762,,6,4,2006,Ariari guayabero,Meta,Puerto rico,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446763,,6,4,2006,Occidente de nariño,Nariño,Samaniego,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446764,,8,4,2006,Nordeste antioqueño,Antioquia,Amalfi,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446765,,8,4,2006,Medio putumayo,Putumayo,Mocoa,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446766,,11,4,2006,Norte de antioquia,Antioquia,Ituango,Atentado,Atentado por map,Minas antipersonal (map),Grupo armado no identificado,No aplica,0,0,0,0,0,0,0,0,0,,,1,,,1,1,Publicado
446767,,12,4,2006,Sarare,Arauca,Fortul,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446768,,13,4,2006,Caguan,Caquetá,San vicente del caguán,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446770,,17,4,2006,Centro del huila,Huila,Algeciras,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446771,,19,4,2006,Area metropolitana de bogota,"Bogotá, d.c.","Bogotá, d.c.",Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
446772,,19,4,2006,Sur del valle,Valle del cauca,La cumbre,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446776,,21,4,2006,Caguan,Caquetá,San vicente del caguán,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446777,,21,4,2006,Oriente antioqueño,Antioquia,San luis,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446778,,24,4,2006,Patia,Cauca,Bolívar,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446779,,26,4,2006,Eje cafetero,Caldas,Marulanda,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446780,,27,4,2006,Norte del valle,Valle del cauca,El águila,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446781,,28,4,2006,Sur del tolima,Tolima,Planadas,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446782,,28,4,2006,Norte de antioquia,Antioquia,Valdivia,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446783,,28,4,2006,Norte de antioquia,Antioquia,Valdivia,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446784,,30,4,2006,Norte de antioquia,Antioquia,Ituango,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446785,,1,5,2006,Sur del valle,Valle del cauca,Florida,Afectación,Afectación por muse,Municiones sin explotar (muse),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446786,,1,5,2006,Alto sinu y san jorge,Córdoba,Tierralta,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446787,,1,5,2006,Altillanura,Meta,Puerto gaitán,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446788,,1,5,2006,Oriente antioqueño,Antioquia,San carlos,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446789,,1,5,2006,Oriente antioqueño,Antioquia,San carlos,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446790,,2,5,2006,Oriente antioqueño,Antioquia,Nariño,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446791,,4,5,2006,Sur del tolima,Tolima,Rovira,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446792,,4,5,2006,Norte del cauca,Cauca,El tambo,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446793,,5,5,2006,Occidente de nariño,Nariño,Samaniego,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446794,,5,5,2006,Magdalena medio,Santander,Landázuri,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446795,,5,5,2006,Ariari guayabero,Meta,Vistahermosa,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446796,,11,5,2006,Norte de antioquia,Antioquia,Valdivia,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446797,,13,5,2006,Norte de antioquia,Antioquia,Ituango,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446798,,14,5,2006,Sarare,Arauca,Saravena,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446799,,14,5,2006,Medio putumayo,Putumayo,Mocoa,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446800,,14,5,2006,Medio putumayo,Putumayo,Mocoa,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446801,,15,5,2006,Eje cafetero,Caldas,Aguadas,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446802,,18,5,2006,Sarare,Arauca,Tame,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446803,,19,5,2006,Norte de antioquia,Antioquia,Valdivia,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446805,,20,5,2006,Sur del tolima,Tolima,Planadas,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446806,,20,5,2006,Norte de antioquia,Antioquia,Valdivia,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446807,,20,5,2006,Norte de antioquia,Antioquia,Valdivia,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446808,,20,5,2006,Norte de antioquia,Antioquia,Valdivia,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446809,,21,5,2006,Norte de cordoba,Córdoba,Ciénaga de oro,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446810,,21,5,2006,Norte del cauca,Cauca,Morales,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446811,,21,5,2006,Norte del cauca,Cauca,Morales,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446812,,22,5,2006,Anden pacifico sur,Nariño,San andrés de tumaco,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446814,,25,5,2006,Ariari guayabero,Meta,Vistahermosa,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446815,,24,5,2006,Ariari guayabero,Meta,Vistahermosa,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446816,,28,5,2006,Altillanura,Vichada,Cumaribo,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446817,,28,5,2006,Anden pacifico sur,Valle del cauca,Buenaventura,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446818,,30,5,2006,Sur del tolima,Tolima,Rioblanco,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446819,,4,6,2006,Occidente de nariño,Nariño,Mallama,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446820,,6,6,2006,Anden pacifico sur,Nariño,Ricaurte,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
446821,,10,6,2006,Oriente antioqueño,Antioquia,Sonsón,Sin información,Sin información,Nd,Grupo paramilitar,No identificado,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446822,,10,6,2006,Oriente antioqueño,Antioquia,El carmen de viboral,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446824,,11,6,2006,Magdalena medio,Bolívar,Cantagallo,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446825,,11,6,2006,Magdalena medio,Bolívar,San pablo,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446826,,12,6,2006,Catatumbo,Norte de santander,El tarra,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446827,,14,6,2006,Oriente antioqueño,Antioquia,Cocorná,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446828,,14,6,2006,Sarare,Arauca,Tame,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446829,,15,6,2006,Oriente antioqueño,Antioquia,San francisco,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446830,,16,6,2006,Canal del dique,Bolívar,Santa rosa,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446831,,16,6,2006,Anden pacifico sur,Nariño,Ricaurte,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
446832,,20,6,2006,Bajo cauca antioqueño,Antioquia,Tarazá,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446833,,21,6,2006,Caguan,Caquetá,San vicente del caguán,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446835,,25,6,2006,Catatumbo,Norte de santander,Hacarí,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446836,,26,6,2006,Oriente antioqueño,Antioquia,Argelia,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446837,,27,6,2006,Patia,Nariño,Policarpa,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446838,,28,6,2006,Oriente antioqueño,Antioquia,San luis,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446839,,1,7,2006,Patia,Nariño,Los andes,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446841,,4,7,2006,Oriente antioqueño,Antioquia,Sonsón,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446842,,9,7,2006,Montes de maria,Bolívar,San jacinto,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
446843,,9,7,2006,Catatumbo,Norte de santander,El tarra,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Eln,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446844,,9,7,2006,Ariari guayabero,Meta,La macarena,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446846,,11,7,2006,Caguan,Caquetá,San vicente del caguán,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446847,,11,7,2006,Oriente antioqueño,Antioquia,Granada,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446848,,13,7,2006,Anden pacifico sur,Nariño,Santa bárbara,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446849,,13,7,2006,Norte de antioquia,Antioquia,Campamento,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446850,,13,7,2006,Anden pacifico sur,Nariño,Ricaurte,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446851,,13,7,2006,Eje cafetero,Caldas,Samaná,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
446852,,15,7,2006,Sur del tolima,Tolima,Dolores,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446853,,15,7,2006,Oriente antioqueño,Antioquia,Nariño,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446854,,17,7,2006,Caguan,Caquetá,Puerto rico,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446855,,18,7,2006,Eje cafetero,Caldas,Samaná,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
446856,,18,7,2006,Oriente antioqueño,Antioquia,San francisco,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446857,,18,7,2006,Oriente antioqueño,Antioquia,San francisco,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446858,,19,7,2006,Norte de antioquia,Antioquia,Ituango,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446859,,21,7,2006,Eje cafetero,Caldas,Samaná,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446860,,24,7,2006,Ariari guayabero,Meta,Puerto rico,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446861,,25,7,2006,Ariari guayabero,Meta,Lejanías,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446862,,25,7,2006,Sarare,Arauca,Fortul,Atentado,Atentado por map,Minas antipersonal (map),Guerrilla,Farc,0,0,0,0,0,0,0,0,0,,,1,,,1,1,Publicado
446863,,26,7,2006,Patia,Nariño,Cumbitara,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446864,,26,7,2006,Florencia y area de influencia,Caquetá,Florencia,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,0,1,0,1,1,Publicado
446866,,27,7,2006,Oriente antioqueño,Antioquia,San rafael,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446868,,27,7,2006,Magdalena medio,Bolívar,San pablo,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,,,1,1,Publicado
446869,,29,7,2006,Oriente antioqueño,Antioquia,Granada,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446870,,30,7,2006,Catatumbo,Norte de santander,Teorama,Sin información,Sin información,Nd,Guerrilla,No identificada,0,0,0,0,0,0,0,0,0,,,1,0,0,1,1,Publicado
446871,,30,7,2006,Bajo cauca antioqueño,Antioquia,Tarazá,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446872,,30,7,2006,Magdalena medio,Bolívar,Santa rosa del sur,Atentado,Atentado por map,Minas antipersonal (map),Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,1,,,2,2,Publicado
446874,,31,7,2006,Nordeste antioqueño,Antioquia,Remedios,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,Publicado
446875,,31,7,2006,Ariari guayabero,Guaviare,El retorno,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
446876,,31,7,2006,Ariari guayabero,Guaviare,San josé del guaviare,Sin información,Sin información,Nd,Desconocido,No aplica,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,Publicado
